S48916048,Canada Goose,Branta canadensis,296,7,US-MA,Middlesex,"345 Fresh Pond Pkwy, Cambridge US-MA (42.3857,-71.1410)",42.385726,-71.140993,10-03-2018,03:15 PM,eBird - Traveling Count,130,1,4.751,,2
S47540689,Canada Goose,Branta canadensis,296,2,US-MA,Middlesex,"345 Fresh Pond Pkwy, Cambridge US-MA (42.3859,-71.1407)",42.385882,-71.140696,07-21-2018,04:12 PM,eBird - Traveling Count,39,1,1.798,,3
S41900870,Canada Goose,Branta canadensis,296,2,US-MA,Middlesex,"Fresh Pond Park, Cambridge US-MA (42.3798,-71.1472)",42.379827,-71.147175,01-14-2018,01:02 PM,eBird - Traveling Count,8,1,.182,,1
S43290591,Canada Goose,Branta canadensis,296,1,US-MA,Norfolk,"270 Jerusalem Rd, Cohasset US-MA (42.2581,-70.8125)",42.258097,-70.812467,03-01-2018,11:51 AM,eBird - Traveling Count,33,1,.495,,1
S51493332,Canada Goose,Branta canadensis,296,23,US-MA,Norfolk,Holly Hill Farms Cornelia and Richardson White Woods,42.2525117,-70.8208513,11-28-2013,03:19 PM,eBird - Casual Observation,,0,,,7,,,While walking.
S43123352,Canada Goose,Branta canadensis,296,50,US-IL,Rock Island,"1 John Deere Pl, Moline US-IL (41.4741,-90.4260)",41.474107,-90.426021,02-23-2018,05:14 PM,eBird - Traveling Count,10,1,.805,,1
S43143517,Canada Goose,Branta canadensis,296,16,US-IL,Rock Island,Rock Island Arsenal,41.5164826,-90.5657101,02-24-2018,11:00 AM,eBird - Stationary Count,10,1,,,1
S43174770,Canada Goose,Branta canadensis,296,2,US-IA,Scott,"201–299 Beiderbeck Dr, Davenport US-IA (41.5194,-90.5762)",41.519389,-90.576229,02-25-2018,11:19 AM,eBird - Stationary Count,10,1,,,3
S43175878,Canada Goose,Branta canadensis,296,2,US-IA,Scott,"2087–2371 E River Dr, Davenport US-IA (41.5292,-90.5435)",41.529166,-90.543507,02-25-2018,11:35 AM,eBird - Stationary Count,4,1,,,3
S43207756,Canada Goose,Branta canadensis,296,60,US-IA,Scott,"6570–6640 Forest Grove Dr, Bettendorf US-IA (41.5906,-90.4429)",41.590553,-90.442867,02-26-2018,10:40 AM,eBird - Stationary Count,11,1,,,1
S43236593,Mute Swan,Cygnus olor,328,10,GB-SCT,Edinburgh,Holyrood Park--St. Margaret's Loch,55.9521649,-3.1612408,06-12-2016,04:00 PM,eBird - Traveling Count,30,0,1.609,,1,,swimming
S43245661,Mute Swan,Cygnus olor,328,2,US-MA,Norfolk,"232–354 Atlantic Ave, Cohasset US-MA (42.2547,-70.7989)",42.254657,-70.798882,02-27-2018,05:06 PM,eBird - Traveling Count,47,1,1.582,,2,,In pond next to the bridge.,With Andrew
S43123352,Mute Swan,Cygnus olor,328,6,US-IL,Rock Island,"1 John Deere Pl, Moline US-IL (41.4741,-90.4260)",41.474107,-90.426021,02-23-2018,05:14 PM,eBird - Traveling Count,10,1,.805,,1
S51493290,Mute Swan,Cygnus olor,328,4,CH-GE,,Île Rousseau,46.2059101,6.1476767,03-03-2013,09:41 AM,eBird - Casual Observation,,0,,,1,,,Walking around.
S43236564,Black-necked Swan,Cygnus melancoryphus,330,2,AR-C,,Reserva Ecológica Costanera Sur (AICA BA25),-34.6082039,-58.3539677,01-22-2017,05:00 PM,eBird - Traveling Count,30,0,4.828,,1,,In flight
S43236598,Egyptian Goose,Alopochen aegyptiaca,363,1,PT-11,Loures,Foz do Rio Trancão,38.7962394,-9.0906286,06-17-2016,01:00 PM,eBird - Casual Observation,0,0,,,1,,Eating in the park
S43236602,Muscovy Duck,Cairina moschata,383,4,PT-11,Loures,Foz do Rio Trancão,38.7962394,-9.0906286,06-19-2016,01:30 PM,eBird - Casual Observation,0,0,,,1,,male and female Hanging out in the Estufa Frio
S46134834,Wood Duck,Aix sponsa,392,5,US-WA,King,"East Montlake Park, Seattle",47.6464533,-122.3002768,05-28-2018,02:30 PM,eBird - Casual Observation,,0,,,2,,,"While canoeing at UW. Had binoculars and a book, but didn't take specific counts and wasn't birdwatching as a primary activity."
S48916048,Wood Duck,Aix sponsa,392,2,US-MA,Middlesex,"345 Fresh Pond Pkwy, Cambridge US-MA (42.3857,-71.1410)",42.385726,-71.140993,10-03-2018,03:15 PM,eBird - Traveling Count,130,1,4.751,,2
S43236617,Wood Duck,Aix sponsa,392,7,US-MA,Middlesex,Alewife Reservation,42.3980446,-71.1445534,08-18-2016,05:00 PM,eBird - Casual Observation,0,0,,,1,,Swimming in the marsh
S43236563,Silver Teal,Spatula versicolor,411,2,AR-C,,Reserva Ecológica Costanera Sur (AICA BA25),-34.6082039,-58.3539677,01-22-2017,03:00 PM,eBird - Traveling Count,30,0,4.828,,1,,male and female Sitting
S46134834,Cinnamon Teal,Spatula cyanoptera,416,2,US-WA,King,"East Montlake Park, Seattle",47.6464533,-122.3002768,05-28-2018,02:30 PM,eBird - Casual Observation,,0,,,2,,,"While canoeing at UW. Had binoculars and a book, but didn't take specific counts and wasn't birdwatching as a primary activity."
S41515504,Northern Shoveler,Spatula clypeata,427,6,US-TN,Hamilton,Vulcan Employee Area,35.0460544,-85.2151537,01-01-2018,01:45 PM,eBird - Stationary Count,10,1,,,1,,,"Saw a flock of geese in the small pond from the car, swerved in"
S46134834,Gadwall,Mareca strepera,431,20,US-WA,King,"East Montlake Park, Seattle",47.6464533,-122.3002768,05-28-2018,02:30 PM,eBird - Casual Observation,,0,,,2,,,"While canoeing at UW. Had binoculars and a book, but didn't take specific counts and wasn't birdwatching as a primary activity."
S43236552,Eurasian Wigeon,Mareca penelope,436,6,JP-14,,Oiso,35.3119034,139.3090439,11-08-2016,07:45 AM,eBird - Casual Observation,0,0,,,1,,female dabbling in river
S43236549,Eastern Spot-billed Duck,Anas zonorhyncha,462,5,JP-23,,名古屋市--栄生駅 (Nagoya--Sako Station),35.1837721,136.8729718,11-07-2016,11:30 AM,eBird - Casual Observation,0,0,,,1,,In river under the train
S50999125,Mallard,Anas platyrhynchos,464,15,US-VT,Chittenden,Charlotte Ferry Landing - McNeil Cove,44.2999029,-73.2986445,12-27-2018,01:53 PM,eBird - Traveling Count,13,1,.381,,1
S43236593,Mallard,Anas platyrhynchos,464,10,GB-SCT,Edinburgh,Holyrood Park--St. Margaret's Loch,55.9521649,-3.1612408,06-12-2016,04:00 PM,eBird - Traveling Count,30,0,1.609,,1,,swimming
S46134834,Mallard,Anas platyrhynchos,464,30,US-WA,King,"East Montlake Park, Seattle",47.6464533,-122.3002768,05-28-2018,02:30 PM,eBird - Casual Observation,,0,,,2,,,"While canoeing at UW. Had binoculars and a book, but didn't take specific counts and wasn't birdwatching as a primary activity."
S46055665,Mallard,Anas platyrhynchos,464,8,US-WA,King,"Montlake Playfield, Seattle US-WA (47.6419,-122.3112)",47.641884,-122.311196,05-26-2018,08:29 PM,eBird - Stationary Count,2,1,,,1
S48916048,Mallard,Anas platyrhynchos,464,4,US-MA,Middlesex,"345 Fresh Pond Pkwy, Cambridge US-MA (42.3857,-71.1410)",42.385726,-71.140993,10-03-2018,03:15 PM,eBird - Traveling Count,130,1,4.751,,2
S47540689,Mallard,Anas platyrhynchos,464,1,US-MA,Middlesex,"345 Fresh Pond Pkwy, Cambridge US-MA (42.3859,-71.1407)",42.385882,-71.140696,07-21-2018,04:12 PM,eBird - Traveling Count,39,1,1.798,,3
S45559313,Mallard,Anas platyrhynchos,464,2,CA-QC,Montréal,"Mount Royal Park, Montréal CA-QC (45.5145,-73.5849)",45.514533,-73.584868,05-11-2018,01:27 PM,eBird - Traveling Count,120,1,4.174,,2
S41267690,Mallard,Anas platyrhynchos,464,3,US-MA,Norfolk,"Jerusalem Road, Cohasset",42.2594611,-70.8067989,12-23-2017,11:30 AM,eBird - Stationary Count,30,1,,,1,,,"Cloudy, freezing rain"
S43174770,Mallard,Anas platyrhynchos,464,3,US-IA,Scott,"201–299 Beiderbeck Dr, Davenport US-IA (41.5194,-90.5762)",41.519389,-90.576229,02-25-2018,11:19 AM,eBird - Stationary Count,10,1,,,3
S43175878,Mallard,Anas platyrhynchos,464,1,US-IA,Scott,"2087–2371 E River Dr, Davenport US-IA (41.5292,-90.5435)",41.529166,-90.543507,02-25-2018,11:35 AM,eBird - Stationary Count,4,1,,,3
S50391484,Mallard,Anas platyrhynchos,464,8,US-MA,Suffolk,"Belle Isle Marsh Reservation, Boston US-MA (42.3918,-70.9953)",42.391777,-70.995268,12-01-2018,01:51 PM,eBird - Traveling Count,61,0,2.341,,2
S51154359,Mallard,Anas platyrhynchos,464,4,US-VT,Washington,"155 Main St, Montpelier US-VT (44.2645,-72.5697)",44.264452,-72.569733,01-01-2019,08:58 AM,eBird - Traveling Count,20,1,.402,,2,,,Mostly at the feeder
S50926212,Mallard,Anas platyrhynchos,464,4,US-VT,Washington,"18 State St, Montpelier US-VT (44.2602,-72.5761)",44.260218,-72.576115,12-24-2018,01:52 PM,eBird - Stationary Count,1,1,,,1
S51223176,Mallard,Anas platyrhynchos,464,2,US-VT,Washington,"2–8 Wilder St, Montpelier US-VT (44.2576,-72.5731)",44.257629,-72.573056,01-02-2019,02:17 PM,eBird - Traveling Count,43,1,5.114,,2,,,While running.
S50713609,Mallard,Anas platyrhynchos,464,59,US-VT,Washington,"38 Elm St, Montpelier US-VT (44.2614,-72.5759)",44.261371,-72.575933,12-16-2018,10:44 AM,eBird - Traveling Count,63,1,3,,1
S51085502,Mallard,Anas platyrhynchos,464,4,US-VT,Washington,"38 Elm St, Montpelier US-VT (44.2614,-72.5759)",44.261371,-72.575933,12-30-2018,12:08 PM,eBird - Stationary Count,2,1,,,2
S51122539,Mallard,Anas platyrhynchos,464,3,US-VT,Washington,"40 Barre St, Montpelier US-VT (44.2576,-72.5752)",44.257648,-72.57521,12-31-2018,12:47 PM,eBird - Traveling Count,11,1,.756,,2
S51426565,Mallard,Anas platyrhynchos,464,13,US-VT,Washington,"41 State St, Montpelier US-VT (44.2605,-72.5768)",44.26053,-72.576815,01-07-2019,09:51 AM,eBird - Traveling Count,6,1,.47,,1
S50690353,Mallard,Anas platyrhynchos,464,6,US-VT,Washington,"500–1368 US Route 2, East Montpelier US-VT (44.2481,-72.5012)",44.248127,-72.50116,12-15-2018,04:10 PM,eBird - Casual Observation,,0,,,1
S50945002,Mallard,Anas platyrhynchos,464,2,US-VT,Washington,"63 Barre St, Montpelier US-VT (44.2568,-72.5748)",44.256758,-72.574847,12-25-2018,12:09 PM,eBird - Casual Observation,,0,,,1
S51249317,Mallard,Anas platyrhynchos,464,32,US-VT,Washington,"7 E State St, Montpelier US-VT (44.2599,-72.5747)",44.259919,-72.574727,01-03-2019,08:04 AM,eBird - Traveling Count,84,1,4.925,,1,,,Long walk.
S51328730,Mallard,Anas platyrhynchos,464,32,US-VT,Washington,"8–10 School St, Montpelier US-VT (44.2614,-72.5749)",44.261372,-72.574929,01-05-2019,07:23 AM,eBird - Traveling Count,58,1,2.582,,2
S51489463,Mallard,Anas platyrhynchos,464,5,US-VT,Washington,Downtown Montpelier,44.25988,-72.576138,01-09-2019,07:46 AM,eBird - Traveling Count,26,1,.805,,1,,,Walking downtown and at my feeder.
S51501084,Mallard,Anas platyrhynchos,464,29,US-VT,Washington,Downtown Montpelier,44.25988,-72.576138,01-09-2019,01:59 PM,eBird - Traveling Count,62,1,3.217,,2
S51176732,Mallard,Anas platyrhynchos,464,3,US-VT,Washington,"I-89 N, Montpelier US-VT (44.2567,-72.5999)",44.256664,-72.599928,01-01-2019,04:03 PM,eBird - Stationary Count,3,1,,,2
S51027461,Mallard,Anas platyrhynchos,464,13,US-VT,Washington,Montpelier,44.26006,-72.57535,12-28-2018,01:45 PM,eBird - Traveling Count,88,1,4.012,,2
S51496280,Mallard,Anas platyrhynchos,464,14,NO-03,,Akerselva--Grønland,59.9135,10.7581,01-17-2016,12:00 PM,eBird - Casual Observation,,0,,,2,,,Walking. Estimated time based on light and photo date.
S51465050,American Black Duck,Anas rubripes,482,30,US-VT,Addison,Champlain Bridge / Chimney Point,44.0345,-73.4218,01-08-2019,10:40 AM,eBird - Stationary Count,20,1,,,1,,"Conservative count estimate, by counting individuals.","Came to see if I could find the Tufted Duck, but my binoculars were not sufficient for the task. All birds were seen from standing at the bottom of the parking lot under the bridge, except for the Red-tailed Hawk, which was up in the grassy sward past the museum, near the road."
S50999125,American Black Duck,Anas rubripes,482,4,US-VT,Chittenden,Charlotte Ferry Landing - McNeil Cove,44.2999029,-73.2986445,12-27-2018,01:53 PM,eBird - Traveling Count,13,1,.381,,1
S43245661,American Black Duck,Anas rubripes,482,13,US-MA,Norfolk,"232–354 Atlantic Ave, Cohasset US-MA (42.2547,-70.7989)",42.254657,-70.798882,02-27-2018,05:06 PM,eBird - Traveling Count,47,1,1.582,,2,,,With Andrew
S43270449,American Black Duck,Anas rubripes,482,39,US-MA,Norfolk,"268 Jerusalem Rd, Cohasset US-MA (42.2587,-70.8147)",42.258723,-70.814675,02-28-2018,03:56 PM,eBird - Traveling Count,40,1,1.327,,1
S43290591,American Black Duck,Anas rubripes,482,39,US-MA,Norfolk,"270 Jerusalem Rd, Cohasset US-MA (42.2581,-70.8125)",42.258097,-70.812467,03-01-2018,11:51 AM,eBird - Traveling Count,33,1,.495,,1
S41706655,American Black Duck,Anas rubripes,482,X,US-MA,Norfolk,"Jerusalem Road, Cohasset",42.2594611,-70.8067989,12-23-2017,11:20 AM,eBird - Stationary Count,10,1,,,1
S41267690,American Black Duck,Anas rubripes,482,6,US-MA,Norfolk,"Jerusalem Road, Cohasset",42.2594611,-70.8067989,12-23-2017,11:30 AM,eBird - Stationary Count,30,1,,,1,,,"Cloudy, freezing rain"
S41874863,American Black Duck,Anas rubripes,482,2,US-MA,Plymouth,Minot and The Glades,42.2408458,-70.7620382,01-13-2018,03:00 PM,eBird - Stationary Count,30,1,,,1
S51343850,American Black Duck,Anas rubripes,482,2,US-VT,Washington,"568–626 US Route 2, Montpelier US-VT (44.2802,-72.6597)",44.28022,-72.659683,01-05-2019,02:03 PM,eBird - Casual Observation,,0,,,2
S52033492,Mallard/American Black Duck,Anas platyrhynchos/rubripes,484,20,US-NH,Rockingham,"40 Nashua Rd, Londonderry US-NH (42.8658,-71.3361)",42.865825,-71.33611,01-25-2019,04:27 PM,eBird - Casual Observation,,0,,,1,,Guess at number. Probably American Black Duck or Mallard.,While sitting in the bus on the highway.
S42359259,White-cheeked Pintail,Anas bahamensis,495,2,AG-06,,"AG-Antigua and Barbuda-Potworks Dam Drive (17.0332,-61.7417)",17.033242,-61.741727,01-30-2018,07:20 AM,eBird - Traveling Count,60,1,3.423,,1,,"Two of them in the mangrove swamp; shy. Originally thought they were Whistling-Ducks, but decided after that they were much more likely to be White-cheeked Pintail.","Walking alone with binoculars; mangrove flats and on the beach a bit, through lowland forests."
S43236647,Northern Pintail,Anas acuta,502,5,JP-13,,Tokyo,35.6583075,139.7389269,11-04-2016,07:20 AM,eBird - Casual Observation,0,0,,,1,,male and female Swimming in park
S43236563,Rosy-billed Pochard,Netta peposaca,563,2,AR-C,,Reserva Ecológica Costanera Sur (AICA BA25),-34.6082039,-58.3539677,01-22-2017,03:00 PM,eBird - Traveling Count,30,0,4.828,,1,,male and female Feeding
S43175878,Canvasback,Aythya valisineria,564,21,US-IA,Scott,"2087–2371 E River Dr, Davenport US-IA (41.5292,-90.5435)",41.529166,-90.543507,02-25-2018,11:35 AM,eBird - Stationary Count,4,1,,,3
S46134834,Ring-necked Duck,Aythya collaris,569,2,US-WA,King,"East Montlake Park, Seattle",47.6464533,-122.3002768,05-28-2018,02:30 PM,eBird - Casual Observation,,0,,,2,,,"While canoeing at UW. Had binoculars and a book, but didn't take specific counts and wasn't birdwatching as a primary activity."
S48916048,Ring-necked Duck,Aythya collaris,569,25,US-MA,Middlesex,"345 Fresh Pond Pkwy, Cambridge US-MA (42.3857,-71.1410)",42.385726,-71.140993,10-03-2018,03:15 PM,eBird - Traveling Count,130,1,4.751,,2
S43235310,Ring-necked Duck,Aythya collaris,569,3,US-MA,Middlesex,Fresh Pond,42.383,-71.15,09-08-2016,06:00 PM,eBird - Casual Observation,0,0,,,1,,male and two females swimming
S43123352,Ring-necked Duck,Aythya collaris,569,4,US-IL,Rock Island,"1 John Deere Pl, Moline US-IL (41.4741,-90.4260)",41.474107,-90.426021,02-23-2018,05:14 PM,eBird - Traveling Count,10,1,.805,,1
S43236593,Tufted Duck,Aythya fuligula,580,2,GB-SCT,Edinburgh,Holyrood Park--St. Margaret's Loch,55.9521649,-3.1612408,06-12-2016,04:00 PM,eBird - Traveling Count,30,0,1.609,,1,,male and female diving
S43143517,Lesser Scaup,Aythya affinis,591,10,US-IL,Rock Island,Rock Island Arsenal,41.5164826,-90.5657101,02-24-2018,11:00 AM,eBird - Stationary Count,10,1,,,1
S51465050,Greater/Lesser Scaup,Aythya marila/affinis,595,20,US-VT,Addison,Champlain Bridge / Chimney Point,44.0345,-73.4218,01-08-2019,10:40 AM,eBird - Stationary Count,20,1,,,1,,Some in the groups. This is an estimate made after the fact.,"Came to see if I could find the Tufted Duck, but my binoculars were not sufficient for the task. All birds were seen from standing at the bottom of the parking lot under the bridge, except for the Red-tailed Hawk, which was up in the grassy sward past the museum, near the road."
S43235307,Common Eider,Somateria mollissima,603,5,US-MA,Barnstable,Provincetown Harbor,42.0476822,-70.1639271,08-27-2016,12:00 PM,eBird - Casual Observation,0,0,,,1,,male and female Swimming
S43245661,Common Eider,Somateria mollissima,603,50,US-MA,Norfolk,"232–354 Atlantic Ave, Cohasset US-MA (42.2547,-70.7989)",42.254657,-70.798882,02-27-2018,05:06 PM,eBird - Traveling Count,47,1,1.582,,2,,,With Andrew
S43270449,Common Eider,Somateria mollissima,603,15,US-MA,Norfolk,"268 Jerusalem Rd, Cohasset US-MA (42.2587,-70.8147)",42.258723,-70.814675,02-28-2018,03:56 PM,eBird - Traveling Count,40,1,1.327,,1
S43290591,Common Eider,Somateria mollissima,603,28,US-MA,Norfolk,"270 Jerusalem Rd, Cohasset US-MA (42.2581,-70.8125)",42.258097,-70.812467,03-01-2018,11:51 AM,eBird - Traveling Count,33,1,.495,,1
S43264222,Common Eider,Somateria mollissima,603,9,US-MA,Norfolk,"387 Forest Ave, Cohasset US-MA (42.2642,-70.8259)",42.264205,-70.825936,02-28-2018,12:16 PM,eBird - Stationary Count,24,1,,,1
S43263162,Common Eider,Somateria mollissima,603,35,US-MA,Norfolk,"392–398 Jerusalem Rd, Cohasset US-MA (42.2629,-70.8165)",42.262852,-70.816484,02-28-2018,11:29 AM,eBird - Traveling Count,38,1,.097,,2,,,With Andrew
S45774033,Common Eider,Somateria mollissima,603,20,US-MA,Norfolk,Cohasset--Little Harbor and Sandy Beach,42.2557766,-70.8008766,05-17-2018,04:00 PM,eBird - Stationary Count,30,1,,,1
S41706655,Common Eider,Somateria mollissima,603,X,US-MA,Norfolk,"Jerusalem Road, Cohasset",42.2594611,-70.8067989,12-23-2017,11:20 AM,eBird - Stationary Count,10,1,,,1
S41267690,Common Eider,Somateria mollissima,603,15,US-MA,Norfolk,"Jerusalem Road, Cohasset",42.2594611,-70.8067989,12-23-2017,11:30 AM,eBird - Stationary Count,30,1,,,1,,,"Cloudy, freezing rain"
S41838864,Common Eider,Somateria mollissima,603,100,US-MA,Norfolk,"Jerusalem Road, Cohasset",42.2594611,-70.8067989,01-11-2018,03:30 PM,eBird - Stationary Count,30,1,,,2,,"Some of these may have been black duck, but in a mixed flock."
S41874863,Common Eider,Somateria mollissima,603,30,US-MA,Plymouth,Minot and The Glades,42.2408458,-70.7620382,01-13-2018,03:00 PM,eBird - Stationary Count,30,1,,,1
S43290591,Surf Scoter,Melanitta perspicillata,616,2,US-MA,Norfolk,"270 Jerusalem Rd, Cohasset US-MA (42.2581,-70.8125)",42.258097,-70.812467,03-01-2018,11:51 AM,eBird - Traveling Count,33,1,.495,,1
S43264222,Surf Scoter,Melanitta perspicillata,616,10,US-MA,Norfolk,"387 Forest Ave, Cohasset US-MA (42.2642,-70.8259)",42.264205,-70.825936,02-28-2018,12:16 PM,eBird - Stationary Count,24,1,,,1
S43263162,Surf Scoter,Melanitta perspicillata,616,12,US-MA,Norfolk,"392–398 Jerusalem Rd, Cohasset US-MA (42.2629,-70.8165)",42.262852,-70.816484,02-28-2018,11:29 AM,eBird - Traveling Count,38,1,.097,,2,,,With Andrew
S41874863,Surf Scoter,Melanitta perspicillata,616,10,US-MA,Plymouth,Minot and The Glades,42.2408458,-70.7620382,01-13-2018,03:00 PM,eBird - Stationary Count,30,1,,,1
S48379432,White-winged Scoter,Melanitta deglandi,618,1,US-MA,Barnstable,"Cape Cod National Seashore, Wellfleet US-MA (41.9633,-69.9962)",41.963332,-69.996172,09-08-2018,04:16 PM,eBird - Stationary Count,30,1,,,1,,"Flying. Clear wing spots. Originally identified as Black Guillimot, but this makes much more sense."
S41706512,White-winged Scoter,Melanitta deglandi,618,2,US-MA,Barnstable,Newcomb Hollow Beach,41.9637463,-69.9958109,12-24-2017,03:00 PM,eBird - Casual Observation,,0,,,1,,,"From previous listing: White Winged Scoter, 2, -, On beach, Wellfleet, MA, 2017-12-24 15:00"
S43263162,White-winged Scoter,Melanitta deglandi,618,11,US-MA,Norfolk,"392–398 Jerusalem Rd, Cohasset US-MA (42.2629,-70.8165)",42.262852,-70.816484,02-28-2018,11:29 AM,eBird - Traveling Count,38,1,.097,,2,,,With Andrew
S43270449,Black Scoter,Melanitta americana,624,1,US-MA,Norfolk,"268 Jerusalem Rd, Cohasset US-MA (42.2587,-70.8147)",42.258723,-70.814675,02-28-2018,03:56 PM,eBird - Traveling Count,40,1,1.327,,1
S43290591,Black Scoter,Melanitta americana,624,3,US-MA,Norfolk,"270 Jerusalem Rd, Cohasset US-MA (42.2581,-70.8125)",42.258097,-70.812467,03-01-2018,11:51 AM,eBird - Traveling Count,33,1,.495,,1
S43263162,Black Scoter,Melanitta americana,624,18,US-MA,Norfolk,"392–398 Jerusalem Rd, Cohasset US-MA (42.2629,-70.8165)",42.262852,-70.816484,02-28-2018,11:29 AM,eBird - Traveling Count,38,1,.097,,2,,,With Andrew
